label_grouping,value,county,metric
    Old-Age dependency ratio,16.4,davidson_county_tennesseetotalestimate,Unknown
    Child dependency ratio,31.7,davidson_county_tennesseetotalestimate,Unknown
PERCENT IMPUTED,,davidson_county_tennesseetotalestimate,Unknown
    Sex,0.1%,davidson_county_tennesseetotalestimate,Unknown
    Age,1.8%,davidson_county_tennesseetotalestimate,Unknown
Total population,*****,davidson_county_tennesseetotalmargin_of_error,Unknown
AGE,,davidson_county_tennesseetotalmargin_of_error,Unknown
    Under 5 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    5 to 9 years,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    10 to 14 years,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    15 to 19 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    20 to 24 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    25 to 29 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    30 to 34 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    35 to 39 years,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    40 to 44 years,±0.5,davidson_county_tennesseetotalmargin_of_error,Unknown
    45 to 49 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    50 to 54 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    55 to 59 years,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    60 to 64 years,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    65 to 69 years,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    70 to 74 years,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    75 to 79 years,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    80 to 84 years,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    85 years and over,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseetotalmargin_of_error,Unknown
    5 to 14 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    15 to 17 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    18 to 24 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    15 to 44 years,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    16 years and over,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    18 years and over,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    60 years and over,±0.4,davidson_county_tennesseetotalmargin_of_error,Unknown
    62 years and over,±0.3,davidson_county_tennesseetotalmargin_of_error,Unknown
    65 years and over,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    75 years and over,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseetotalmargin_of_error,Unknown
    Median age (years),±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    Sex ratio (males per 100 females),±0.3,davidson_county_tennesseetotalmargin_of_error,Unknown
    Age dependency ratio,±0.2,davidson_county_tennesseetotalmargin_of_error,Unknown
    Old-Age dependency ratio,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
    Child dependency ratio,±0.1,davidson_county_tennesseetotalmargin_of_error,Unknown
PERCENT IMPUTED,,davidson_county_tennesseetotalmargin_of_error,Unknown
    Sex,(X),davidson_county_tennesseetotalmargin_of_error,Unknown
    Age,(X),davidson_county_tennesseetotalmargin_of_error,Unknown
Total population,"326,415",davidson_county_tennesseemaleestimate,Unknown
AGE,,davidson_county_tennesseemaleestimate,Unknown
    Under 5 years,7.0%,davidson_county_tennesseemaleestimate,Unknown
    5 to 9 years,6.7%,davidson_county_tennesseemaleestimate,Unknown
    10 to 14 years,5.3%,davidson_county_tennesseemaleestimate,Unknown
    15 to 19 years,6.1%,davidson_county_tennesseemaleestimate,Unknown
    20 to 24 years,7.5%,davidson_county_tennesseemaleestimate,Unknown
    25 to 29 years,10.1%,davidson_county_tennesseemaleestimate,Unknown
    30 to 34 years,9.3%,davidson_county_tennesseemaleestimate,Unknown
    35 to 39 years,7.5%,davidson_county_tennesseemaleestimate,Unknown
    40 to 44 years,6.9%,davidson_county_tennesseemaleestimate,Unknown
    45 to 49 years,6.2%,davidson_county_tennesseemaleestimate,Unknown
    50 to 54 years,6.4%,davidson_county_tennesseemaleestimate,Unknown
    55 to 59 years,6.3%,davidson_county_tennesseemaleestimate,Unknown
    60 to 64 years,5.1%,davidson_county_tennesseemaleestimate,Unknown
    65 to 69 years,3.7%,davidson_county_tennesseemaleestimate,Unknown
    70 to 74 years,2.4%,davidson_county_tennesseemaleestimate,Unknown
    75 to 79 years,1.5%,davidson_county_tennesseemaleestimate,Unknown
    80 to 84 years,1.1%,davidson_county_tennesseemaleestimate,Unknown
    85 years and over,1.0%,davidson_county_tennesseemaleestimate,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseemaleestimate,Unknown
    5 to 14 years,12.0%,davidson_county_tennesseemaleestimate,Unknown
    15 to 17 years,3.3%,davidson_county_tennesseemaleestimate,Unknown
    18 to 24 years,10.3%,davidson_county_tennesseemaleestimate,Unknown
    15 to 44 years,47.4%,davidson_county_tennesseemaleestimate,Unknown
    16 years and over,79.6%,davidson_county_tennesseemaleestimate,Unknown
    18 years and over,77.7%,davidson_county_tennesseemaleestimate,Unknown
    60 years and over,14.7%,davidson_county_tennesseemaleestimate,Unknown
    62 years and over,12.3%,davidson_county_tennesseemaleestimate,Unknown
    65 years and over,9.6%,davidson_county_tennesseemaleestimate,Unknown
    75 years and over,3.5%,davidson_county_tennesseemaleestimate,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseemaleestimate,Unknown
    Median age (years),33.6,davidson_county_tennesseemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),davidson_county_tennesseemaleestimate,Unknown
    Age dependency ratio,(X),davidson_county_tennesseemaleestimate,Unknown
    Old-Age dependency ratio,(X),davidson_county_tennesseemaleestimate,Unknown
    Child dependency ratio,(X),davidson_county_tennesseemaleestimate,Unknown
PERCENT IMPUTED,,davidson_county_tennesseemaleestimate,Unknown
    Sex,(X),davidson_county_tennesseemaleestimate,Unknown
    Age,(X),davidson_county_tennesseemaleestimate,Unknown
Total population,±566,davidson_county_tennesseemalemargin_of_error,Unknown
AGE,,davidson_county_tennesseemalemargin_of_error,Unknown
    Under 5 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    5 to 9 years,±0.5,davidson_county_tennesseemalemargin_of_error,Unknown
    10 to 14 years,±0.5,davidson_county_tennesseemalemargin_of_error,Unknown
    15 to 19 years,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    20 to 24 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    25 to 29 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    30 to 34 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    35 to 39 years,±0.6,davidson_county_tennesseemalemargin_of_error,Unknown
    40 to 44 years,±0.6,davidson_county_tennesseemalemargin_of_error,Unknown
    45 to 49 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    50 to 54 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    55 to 59 years,±0.6,davidson_county_tennesseemalemargin_of_error,Unknown
    60 to 64 years,±0.6,davidson_county_tennesseemalemargin_of_error,Unknown
    65 to 69 years,±0.3,davidson_county_tennesseemalemargin_of_error,Unknown
    70 to 74 years,±0.3,davidson_county_tennesseemalemargin_of_error,Unknown
    75 to 79 years,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    80 to 84 years,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    85 years and over,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseemalemargin_of_error,Unknown
    5 to 14 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    15 to 17 years,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    18 to 24 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    15 to 44 years,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    16 years and over,±0.3,davidson_county_tennesseemalemargin_of_error,Unknown
    18 years and over,±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    60 years and over,±0.6,davidson_county_tennesseemalemargin_of_error,Unknown
    62 years and over,±0.5,davidson_county_tennesseemalemargin_of_error,Unknown
    65 years and over,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
    75 years and over,±0.1,davidson_county_tennesseemalemargin_of_error,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseemalemargin_of_error,Unknown
    Median age (years),±0.2,davidson_county_tennesseemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),davidson_county_tennesseemalemargin_of_error,Unknown
    Age dependency ratio,(X),davidson_county_tennesseemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),davidson_county_tennesseemalemargin_of_error,Unknown
    Child dependency ratio,(X),davidson_county_tennesseemalemargin_of_error,Unknown
PERCENT IMPUTED,,davidson_county_tennesseemalemargin_of_error,Unknown
    Sex,(X),davidson_county_tennesseemalemargin_of_error,Unknown
    Age,(X),davidson_county_tennesseemalemargin_of_error,Unknown
Total population,"352,474",davidson_county_tennesseefemaleestimate,Unknown
AGE,,davidson_county_tennesseefemaleestimate,Unknown
    Under 5 years,6.9%,davidson_county_tennesseefemaleestimate,Unknown
    5 to 9 years,6.0%,davidson_county_tennesseefemaleestimate,Unknown
    10 to 14 years,4.9%,davidson_county_tennesseefemaleestimate,Unknown
    15 to 19 years,5.3%,davidson_county_tennesseefemaleestimate,Unknown
    20 to 24 years,7.8%,davidson_county_tennesseefemaleestimate,Unknown
    25 to 29 years,10.4%,davidson_county_tennesseefemaleestimate,Unknown
    30 to 34 years,8.7%,davidson_county_tennesseefemaleestimate,Unknown
    35 to 39 years,7.3%,davidson_county_tennesseefemaleestimate,Unknown
    40 to 44 years,6.0%,davidson_county_tennesseefemaleestimate,Unknown
    45 to 49 years,5.9%,davidson_county_tennesseefemaleestimate,Unknown
    50 to 54 years,6.3%,davidson_county_tennesseefemaleestimate,Unknown
    55 to 59 years,6.3%,davidson_county_tennesseefemaleestimate,Unknown
    60 to 64 years,5.6%,davidson_county_tennesseefemaleestimate,Unknown
    65 to 69 years,4.2%,davidson_county_tennesseefemaleestimate,Unknown
    70 to 74 years,2.7%,davidson_county_tennesseefemaleestimate,Unknown
    75 to 79 years,2.1%,davidson_county_tennesseefemaleestimate,Unknown
    80 to 84 years,1.6%,davidson_county_tennesseefemaleestimate,Unknown
    85 years and over,1.9%,davidson_county_tennesseefemaleestimate,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseefemaleestimate,Unknown
    5 to 14 years,10.9%,davidson_county_tennesseefemaleestimate,Unknown
    15 to 17 years,2.7%,davidson_county_tennesseefemaleestimate,Unknown
    18 to 24 years,10.4%,davidson_county_tennesseefemaleestimate,Unknown
    15 to 44 years,45.5%,davidson_county_tennesseefemaleestimate,Unknown
    16 years and over,81.0%,davidson_county_tennesseefemaleestimate,Unknown
    18 years and over,79.4%,davidson_county_tennesseefemaleestimate,Unknown
    60 years and over,18.1%,davidson_county_tennesseefemaleestimate,Unknown
    62 years and over,15.6%,davidson_county_tennesseefemaleestimate,Unknown
    65 years and over,12.5%,davidson_county_tennesseefemaleestimate,Unknown
    75 years and over,5.6%,davidson_county_tennesseefemaleestimate,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseefemaleestimate,Unknown
    Median age (years),34.9,davidson_county_tennesseefemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),davidson_county_tennesseefemaleestimate,Unknown
    Age dependency ratio,(X),davidson_county_tennesseefemaleestimate,Unknown
    Old-Age dependency ratio,(X),davidson_county_tennesseefemaleestimate,Unknown
    Child dependency ratio,(X),davidson_county_tennesseefemaleestimate,Unknown
PERCENT IMPUTED,,davidson_county_tennesseefemaleestimate,Unknown
    Sex,(X),davidson_county_tennesseefemaleestimate,Unknown
    Age,(X),davidson_county_tennesseefemaleestimate,Unknown
Total population,±566,davidson_county_tennesseefemalemargin_of_error,Unknown
AGE,,davidson_county_tennesseefemalemargin_of_error,Unknown
    Under 5 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    5 to 9 years,±0.5,davidson_county_tennesseefemalemargin_of_error,Unknown
    10 to 14 years,±0.5,davidson_county_tennesseefemalemargin_of_error,Unknown
    15 to 19 years,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    20 to 24 years,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    25 to 29 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    30 to 34 years,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    35 to 39 years,±0.5,davidson_county_tennesseefemalemargin_of_error,Unknown
    40 to 44 years,±0.6,davidson_county_tennesseefemalemargin_of_error,Unknown
    45 to 49 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    50 to 54 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    55 to 59 years,±0.4,davidson_county_tennesseefemalemargin_of_error,Unknown
    60 to 64 years,±0.4,davidson_county_tennesseefemalemargin_of_error,Unknown
    65 to 69 years,±0.3,davidson_county_tennesseefemalemargin_of_error,Unknown
    70 to 74 years,±0.3,davidson_county_tennesseefemalemargin_of_error,Unknown
    75 to 79 years,±0.3,davidson_county_tennesseefemalemargin_of_error,Unknown
    80 to 84 years,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    85 years and over,±0.3,davidson_county_tennesseefemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseefemalemargin_of_error,Unknown
    5 to 14 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    15 to 17 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    18 to 24 years,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    15 to 44 years,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    16 years and over,±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    18 years and over,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    60 years and over,±0.4,davidson_county_tennesseefemalemargin_of_error,Unknown
    62 years and over,±0.4,davidson_county_tennesseefemalemargin_of_error,Unknown
    65 years and over,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
    75 years and over,±0.1,davidson_county_tennesseefemalemargin_of_error,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseefemalemargin_of_error,Unknown
    Median age (years),±0.2,davidson_county_tennesseefemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),davidson_county_tennesseefemalemargin_of_error,Unknown
    Age dependency ratio,(X),davidson_county_tennesseefemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),davidson_county_tennesseefemalemargin_of_error,Unknown
    Child dependency ratio,(X),davidson_county_tennesseefemalemargin_of_error,Unknown
PERCENT IMPUTED,,davidson_county_tennesseefemalemargin_of_error,Unknown
    Sex,(X),davidson_county_tennesseefemalemargin_of_error,Unknown
    Age,(X),davidson_county_tennesseefemalemargin_of_error,Unknown
Total population,"2,553,385",dallas_county_texastotalestimate,Unknown
AGE,,dallas_county_texastotalestimate,Unknown
    Under 5 years,7.7%,dallas_county_texastotalestimate,Unknown
    5 to 9 years,7.8%,dallas_county_texastotalestimate,Unknown
    10 to 14 years,7.1%,dallas_county_texastotalestimate,Unknown
    15 to 19 years,6.7%,dallas_county_texastotalestimate,Unknown
    20 to 24 years,7.2%,dallas_county_texastotalestimate,Unknown
    25 to 29 years,8.2%,dallas_county_texastotalestimate,Unknown
    30 to 34 years,7.8%,dallas_county_texastotalestimate,Unknown
    35 to 39 years,7.3%,dallas_county_texastotalestimate,Unknown
    40 to 44 years,6.7%,dallas_county_texastotalestimate,Unknown
    45 to 49 years,6.5%,dallas_county_texastotalestimate,Unknown
    50 to 54 years,6.5%,dallas_county_texastotalestimate,Unknown
    55 to 59 years,5.8%,dallas_county_texastotalestimate,Unknown
    60 to 64 years,4.8%,dallas_county_texastotalestimate,Unknown
    65 to 69 years,3.6%,dallas_county_texastotalestimate,Unknown
    70 to 74 years,2.3%,dallas_county_texastotalestimate,Unknown
    75 to 79 years,1.7%,dallas_county_texastotalestimate,Unknown
    80 to 84 years,1.1%,dallas_county_texastotalestimate,Unknown
    85 years and over,1.2%,dallas_county_texastotalestimate,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texastotalestimate,Unknown
    5 to 14 years,14.9%,dallas_county_texastotalestimate,Unknown
    15 to 17 years,4.1%,dallas_county_texastotalestimate,Unknown
    18 to 24 years,9.7%,dallas_county_texastotalestimate,Unknown
    15 to 44 years,44.0%,dallas_county_texastotalestimate,Unknown
    16 years and over,75.9%,dallas_county_texastotalestimate,Unknown
    18 years and over,73.3%,dallas_county_texastotalestimate,Unknown
    60 years and over,14.7%,dallas_county_texastotalestimate,Unknown
    62 years and over,12.6%,dallas_county_texastotalestimate,Unknown
    65 years and over,9.9%,dallas_county_texastotalestimate,Unknown
    75 years and over,4.0%,dallas_county_texastotalestimate,Unknown
SUMMARY INDICATORS,,dallas_county_texastotalestimate,Unknown
    Median age (years),33.4,dallas_county_texastotalestimate,Unknown
    Sex ratio (males per 100 females),97.0,dallas_county_texastotalestimate,Unknown
    Age dependency ratio,57.7,dallas_county_texastotalestimate,Unknown
    Old-Age dependency ratio,15.6,dallas_county_texastotalestimate,Unknown
    Child dependency ratio,42.2,dallas_county_texastotalestimate,Unknown
PERCENT IMPUTED,,dallas_county_texastotalestimate,Unknown
    Sex,0.0%,dallas_county_texastotalestimate,Unknown
    Age,1.3%,dallas_county_texastotalestimate,Unknown
Total population,*****,dallas_county_texastotalmargin_of_error,Unknown
AGE,,dallas_county_texastotalmargin_of_error,Unknown
    Under 5 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    5 to 9 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    10 to 14 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    15 to 19 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    20 to 24 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    25 to 29 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    30 to 34 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    35 to 39 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    40 to 44 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    45 to 49 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    50 to 54 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    55 to 59 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    60 to 64 years,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    65 to 69 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    70 to 74 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    75 to 79 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    80 to 84 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    85 years and over,±0.1,dallas_county_texastotalmargin_of_error,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texastotalmargin_of_error,Unknown
    5 to 14 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    15 to 17 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    18 to 24 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    15 to 44 years,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    16 years and over,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    18 years and over,*****,dallas_county_texastotalmargin_of_error,Unknown
    60 years and over,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    62 years and over,±0.2,dallas_county_texastotalmargin_of_error,Unknown
    65 years and over,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    75 years and over,±0.1,dallas_county_texastotalmargin_of_error,Unknown
SUMMARY INDICATORS,,dallas_county_texastotalmargin_of_error,Unknown
    Median age (years),±0.1,dallas_county_texastotalmargin_of_error,Unknown
    Sex ratio (males per 100 females),±0.1,dallas_county_texastotalmargin_of_error,Unknown
    Age dependency ratio,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    Old-Age dependency ratio,±0.1,dallas_county_texastotalmargin_of_error,Unknown
    Child dependency ratio,±0.1,dallas_county_texastotalmargin_of_error,Unknown
PERCENT IMPUTED,,dallas_county_texastotalmargin_of_error,Unknown
    Sex,(X),dallas_county_texastotalmargin_of_error,Unknown
    Age,(X),dallas_county_texastotalmargin_of_error,Unknown
Total population,"1,257,431",dallas_county_texasmaleestimate,Unknown
AGE,,dallas_county_texasmaleestimate,Unknown
    Under 5 years,8.0%,dallas_county_texasmaleestimate,Unknown
    5 to 9 years,8.0%,dallas_county_texasmaleestimate,Unknown
    10 to 14 years,7.4%,dallas_county_texasmaleestimate,Unknown
    15 to 19 years,6.9%,dallas_county_texasmaleestimate,Unknown
    20 to 24 years,7.4%,dallas_county_texasmaleestimate,Unknown
    25 to 29 years,8.3%,dallas_county_texasmaleestimate,Unknown
    30 to 34 years,7.9%,dallas_county_texasmaleestimate,Unknown
    35 to 39 years,7.3%,dallas_county_texasmaleestimate,Unknown
    40 to 44 years,6.7%,dallas_county_texasmaleestimate,Unknown
    45 to 49 years,6.6%,dallas_county_texasmaleestimate,Unknown
    50 to 54 years,6.5%,dallas_county_texasmaleestimate,Unknown
    55 to 59 years,5.7%,dallas_county_texasmaleestimate,Unknown
    60 to 64 years,4.7%,dallas_county_texasmaleestimate,Unknown
    65 to 69 years,3.3%,dallas_county_texasmaleestimate,Unknown
    70 to 74 years,2.1%,dallas_county_texasmaleestimate,Unknown
    75 to 79 years,1.5%,dallas_county_texasmaleestimate,Unknown
    80 to 84 years,0.9%,dallas_county_texasmaleestimate,Unknown
    85 years and over,0.8%,dallas_county_texasmaleestimate,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texasmaleestimate,Unknown
    5 to 14 years,15.4%,dallas_county_texasmaleestimate,Unknown
    15 to 17 years,4.3%,dallas_county_texasmaleestimate,Unknown
    18 to 24 years,10.0%,dallas_county_texasmaleestimate,Unknown
    15 to 44 years,44.6%,dallas_county_texasmaleestimate,Unknown
    16 years and over,75.1%,dallas_county_texasmaleestimate,Unknown
    18 years and over,72.3%,dallas_county_texasmaleestimate,Unknown
    60 years and over,13.2%,dallas_county_texasmaleestimate,Unknown
    62 years and over,11.2%,dallas_county_texasmaleestimate,Unknown
    65 years and over,8.6%,dallas_county_texasmaleestimate,Unknown
    75 years and over,3.1%,dallas_county_texasmaleestimate,Unknown
SUMMARY INDICATORS,,dallas_county_texasmaleestimate,Unknown
    Median age (years),32.6,dallas_county_texasmaleestimate,Unknown
    Sex ratio (males per 100 females),(X),dallas_county_texasmaleestimate,Unknown
    Age dependency ratio,(X),dallas_county_texasmaleestimate,Unknown
    Old-Age dependency ratio,(X),dallas_county_texasmaleestimate,Unknown
    Child dependency ratio,(X),dallas_county_texasmaleestimate,Unknown
PERCENT IMPUTED,,dallas_county_texasmaleestimate,Unknown
    Sex,(X),dallas_county_texasmaleestimate,Unknown
    Age,(X),dallas_county_texasmaleestimate,Unknown
Total population,±275,dallas_county_texasmalemargin_of_error,Unknown
AGE,,dallas_county_texasmalemargin_of_error,Unknown
    Under 5 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    5 to 9 years,±0.3,dallas_county_texasmalemargin_of_error,Unknown
    10 to 14 years,±0.3,dallas_county_texasmalemargin_of_error,Unknown
    15 to 19 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    20 to 24 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    25 to 29 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    30 to 34 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    35 to 39 years,±0.3,dallas_county_texasmalemargin_of_error,Unknown
    40 to 44 years,±0.3,dallas_county_texasmalemargin_of_error,Unknown
    45 to 49 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    50 to 54 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    55 to 59 years,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    60 to 64 years,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    65 to 69 years,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    70 to 74 years,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    75 to 79 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    80 to 84 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    85 years and over,±0.1,dallas_county_texasmalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texasmalemargin_of_error,Unknown
    5 to 14 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    15 to 17 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    18 to 24 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    15 to 44 years,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    16 years and over,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    18 years and over,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    60 years and over,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    62 years and over,±0.2,dallas_county_texasmalemargin_of_error,Unknown
    65 years and over,±0.1,dallas_county_texasmalemargin_of_error,Unknown
    75 years and over,±0.1,dallas_county_texasmalemargin_of_error,Unknown
SUMMARY INDICATORS,,dallas_county_texasmalemargin_of_error,Unknown
    Median age (years),±0.2,dallas_county_texasmalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),dallas_county_texasmalemargin_of_error,Unknown
    Age dependency ratio,(X),dallas_county_texasmalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),dallas_county_texasmalemargin_of_error,Unknown
    Child dependency ratio,(X),dallas_county_texasmalemargin_of_error,Unknown
PERCENT IMPUTED,,dallas_county_texasmalemargin_of_error,Unknown
    Sex,(X),dallas_county_texasmalemargin_of_error,Unknown
    Age,(X),dallas_county_texasmalemargin_of_error,Unknown
Total population,"1,295,954",dallas_county_texasfemaleestimate,Unknown
AGE,,dallas_county_texasfemaleestimate,Unknown
    Under 5 years,7.4%,dallas_county_texasfemaleestimate,Unknown
    5 to 9 years,7.6%,dallas_county_texasfemaleestimate,Unknown
    10 to 14 years,6.9%,dallas_county_texasfemaleestimate,Unknown
    15 to 19 years,6.4%,dallas_county_texasfemaleestimate,Unknown
    20 to 24 years,7.1%,dallas_county_texasfemaleestimate,Unknown
    25 to 29 years,8.1%,dallas_county_texasfemaleestimate,Unknown
    30 to 34 years,7.8%,dallas_county_texasfemaleestimate,Unknown
    35 to 39 years,7.3%,dallas_county_texasfemaleestimate,Unknown
    40 to 44 years,6.7%,dallas_county_texasfemaleestimate,Unknown
    45 to 49 years,6.4%,dallas_county_texasfemaleestimate,Unknown
    50 to 54 years,6.4%,dallas_county_texasfemaleestimate,Unknown
    55 to 59 years,5.9%,dallas_county_texasfemaleestimate,Unknown
    60 to 64 years,5.0%,dallas_county_texasfemaleestimate,Unknown
    65 to 69 years,3.8%,dallas_county_texasfemaleestimate,Unknown
    70 to 74 years,2.5%,dallas_county_texasfemaleestimate,Unknown
    75 to 79 years,1.9%,dallas_county_texasfemaleestimate,Unknown
    80 to 84 years,1.4%,dallas_county_texasfemaleestimate,Unknown
    85 years and over,1.5%,dallas_county_texasfemaleestimate,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texasfemaleestimate,Unknown
    5 to 14 years,14.4%,dallas_county_texasfemaleestimate,Unknown
    15 to 17 years,4.0%,dallas_county_texasfemaleestimate,Unknown
