label_grouping,value,county,metric
    Total housing units,"298,808",davidson_county_tennesseeestimate,Unknown
        No bedroom,"7,220",davidson_county_tennesseeestimate,Unknown
        1 bedroom,"41,566",davidson_county_tennesseeestimate,Unknown
        2 bedrooms,"95,853",davidson_county_tennesseeestimate,Unknown
        3 bedrooms,"112,151",davidson_county_tennesseeestimate,Unknown
        4 bedrooms,"34,159",davidson_county_tennesseeestimate,Unknown
        5 or more bedrooms,"7,859",davidson_county_tennesseeestimate,Unknown
HOUSING TENURE,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        Owner-occupied,"149,048",davidson_county_tennesseeestimate,Unknown
        Renter-occupied,"125,139",davidson_county_tennesseeestimate,Unknown
    Average household size of owner-occupied unit,2.44,davidson_county_tennesseeestimate,Unknown
    Average household size of renter-occupied unit,2.36,davidson_county_tennesseeestimate,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        Moved in 2015 or later,"25,747",davidson_county_tennesseeestimate,Unknown
        Moved in 2010 to 2014,"122,899",davidson_county_tennesseeestimate,Unknown
        Moved in 2000 to 2009,"70,569",davidson_county_tennesseeestimate,Unknown
        Moved in 1990 to 1999,"27,292",davidson_county_tennesseeestimate,Unknown
        Moved in 1980 to 1989,"12,229",davidson_county_tennesseeestimate,Unknown
        Moved in 1979 and earlier,"15,451",davidson_county_tennesseeestimate,Unknown
VEHICLES AVAILABLE,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        No vehicles available,"21,535",davidson_county_tennesseeestimate,Unknown
        1 vehicle available,"104,138",davidson_county_tennesseeestimate,Unknown
        2 vehicles available,"106,557",davidson_county_tennesseeestimate,Unknown
        3 or more vehicles available,"41,957",davidson_county_tennesseeestimate,Unknown
HOUSE HEATING FUEL,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        Utility gas,"87,274",davidson_county_tennesseeestimate,Unknown
"        Bottled, tank, or LP gas","3,443",davidson_county_tennesseeestimate,Unknown
        Electricity,"181,038",davidson_county_tennesseeestimate,Unknown
"        Fuel oil, kerosene, etc.",176,davidson_county_tennesseeestimate,Unknown
        Coal or coke,0,davidson_county_tennesseeestimate,Unknown
        Wood,740,davidson_county_tennesseeestimate,Unknown
        Solar energy,51,davidson_county_tennesseeestimate,Unknown
        Other fuel,208,davidson_county_tennesseeestimate,Unknown
        No fuel used,"1,257",davidson_county_tennesseeestimate,Unknown
SELECTED CHARACTERISTICS,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        Lacking complete plumbing facilities,720,davidson_county_tennesseeestimate,Unknown
        Lacking complete kitchen facilities,"1,944",davidson_county_tennesseeestimate,Unknown
        No telephone service available,"6,431",davidson_county_tennesseeestimate,Unknown
OCCUPANTS PER ROOM,,davidson_county_tennesseeestimate,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseeestimate,Unknown
        1.00 or less,"265,061",davidson_county_tennesseeestimate,Unknown
        1.01 to 1.50,"7,070",davidson_county_tennesseeestimate,Unknown
        1.51 or more,"2,056",davidson_county_tennesseeestimate,Unknown
VALUE,,davidson_county_tennesseeestimate,Unknown
    Owner-occupied units,"149,048",davidson_county_tennesseeestimate,Unknown
"        Less than $50,000","3,068",davidson_county_tennesseeestimate,Unknown
"        $50,000 to $99,999","13,326",davidson_county_tennesseeestimate,Unknown
"        $100,000 to $149,999","33,448",davidson_county_tennesseeestimate,Unknown
"        $150,000 to $199,999","30,174",davidson_county_tennesseeestimate,Unknown
"        $200,000 to $299,999","28,893",davidson_county_tennesseeestimate,Unknown
"        $300,000 to $499,999","25,566",davidson_county_tennesseeestimate,Unknown
"        $500,000 to $999,999","10,739",davidson_county_tennesseeestimate,Unknown
"        $1,000,000 or more","3,834",davidson_county_tennesseeestimate,Unknown
        Median (dollars),"188,200",davidson_county_tennesseeestimate,Unknown
MORTGAGE STATUS,,davidson_county_tennesseeestimate,Unknown
    Owner-occupied units,"149,048",davidson_county_tennesseeestimate,Unknown
        Housing units with a mortgage,"105,807",davidson_county_tennesseeestimate,Unknown
        Housing units without a mortgage,"43,241",davidson_county_tennesseeestimate,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,davidson_county_tennesseeestimate,Unknown
    Housing units with a mortgage,"105,807",davidson_county_tennesseeestimate,Unknown
        Less than $500,509,davidson_county_tennesseeestimate,Unknown
        $500 to $999,"25,490",davidson_county_tennesseeestimate,Unknown
"        $1,000 to $1,499","42,254",davidson_county_tennesseeestimate,Unknown
"        $1,500 to $1,999","20,245",davidson_county_tennesseeestimate,Unknown
"        $2,000 to $2,499","8,441",davidson_county_tennesseeestimate,Unknown
"        $2,500 to $2,999","3,516",davidson_county_tennesseeestimate,Unknown
"        $3,000 or more","5,352",davidson_county_tennesseeestimate,Unknown
        Median (dollars),"1,303",davidson_county_tennesseeestimate,Unknown
    Housing units without a mortgage,"43,241",davidson_county_tennesseeestimate,Unknown
        Less than $250,"3,607",davidson_county_tennesseeestimate,Unknown
        $250 to $399,"11,352",davidson_county_tennesseeestimate,Unknown
        $400 to $599,"15,324",davidson_county_tennesseeestimate,Unknown
        $600 to $799,"6,327",davidson_county_tennesseeestimate,Unknown
        $800 to $999,"2,824",davidson_county_tennesseeestimate,Unknown
"        $1,000 or more","3,807",davidson_county_tennesseeestimate,Unknown
        Median (dollars),470,davidson_county_tennesseeestimate,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,davidson_county_tennesseeestimate,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"105,076",davidson_county_tennesseeestimate,Unknown
        Less than 20.0 percent,"47,146",davidson_county_tennesseeestimate,Unknown
        20.0 to 24.9 percent,"15,606",davidson_county_tennesseeestimate,Unknown
        25.0 to 29.9 percent,"12,241",davidson_county_tennesseeestimate,Unknown
        30.0 to 34.9 percent,"7,556",davidson_county_tennesseeestimate,Unknown
        35.0 percent or more,"22,527",davidson_county_tennesseeestimate,Unknown
    Not computed,731,davidson_county_tennesseeestimate,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"42,683",davidson_county_tennesseeestimate,Unknown
        Less than 10.0 percent,"20,651",davidson_county_tennesseeestimate,Unknown
        10.0 to 14.9 percent,"7,560",davidson_county_tennesseeestimate,Unknown
        15.0 to 19.9 percent,"4,751",davidson_county_tennesseeestimate,Unknown
        20.0 to 24.9 percent,"2,930",davidson_county_tennesseeestimate,Unknown
        25.0 to 29.9 percent,"2,012",davidson_county_tennesseeestimate,Unknown
        30.0 to 34.9 percent,"1,414",davidson_county_tennesseeestimate,Unknown
        35.0 percent or more,"3,365",davidson_county_tennesseeestimate,Unknown
    Not computed,558,davidson_county_tennesseeestimate,Unknown
GROSS RENT,,davidson_county_tennesseeestimate,Unknown
    Occupied units paying rent,"122,195",davidson_county_tennesseeestimate,Unknown
        Less than $500,"14,205",davidson_county_tennesseeestimate,Unknown
        $500 to $999,"57,748",davidson_county_tennesseeestimate,Unknown
"        $1,000 to $1,499","37,470",davidson_county_tennesseeestimate,Unknown
"        $1,500 to $1,999","8,587",davidson_county_tennesseeestimate,Unknown
"        $2,000 to $2,499","2,554",davidson_county_tennesseeestimate,Unknown
"        $2,500 to $2,999","1,082",davidson_county_tennesseeestimate,Unknown
"        $3,000 or more",549,davidson_county_tennesseeestimate,Unknown
        Median (dollars),924,davidson_county_tennesseeestimate,Unknown
    No rent paid,"2,944",davidson_county_tennesseeestimate,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,davidson_county_tennesseeestimate,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"119,060",davidson_county_tennesseeestimate,Unknown
        Less than 15.0 percent,"14,435",davidson_county_tennesseeestimate,Unknown
        15.0 to 19.9 percent,"16,453",davidson_county_tennesseeestimate,Unknown
        20.0 to 24.9 percent,"16,589",davidson_county_tennesseeestimate,Unknown
        25.0 to 29.9 percent,"16,195",davidson_county_tennesseeestimate,Unknown
        30.0 to 34.9 percent,"10,841",davidson_county_tennesseeestimate,Unknown
        35.0 percent or more,"44,547",davidson_county_tennesseeestimate,Unknown
    Not computed,"6,079",davidson_county_tennesseeestimate,Unknown
HOUSING OCCUPANCY,,davidson_county_tennesseemargin_of_error,Unknown
    Total housing units,"±1,124",davidson_county_tennesseemargin_of_error,Unknown
        Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        Vacant housing units,"±2,822",davidson_county_tennesseemargin_of_error,Unknown
    Homeowner vacancy rate,±0.6,davidson_county_tennesseemargin_of_error,Unknown
    Rental vacancy rate,±1.1,davidson_county_tennesseemargin_of_error,Unknown
UNITS IN STRUCTURE,,davidson_county_tennesseemargin_of_error,Unknown
    Total housing units,"±1,124",davidson_county_tennesseemargin_of_error,Unknown
"        1-unit, detached","±4,037",davidson_county_tennesseemargin_of_error,Unknown
"        1-unit, attached","±1,877",davidson_county_tennesseemargin_of_error,Unknown
        2 units,"±2,390",davidson_county_tennesseemargin_of_error,Unknown
        3 or 4 units,"±1,749",davidson_county_tennesseemargin_of_error,Unknown
        5 to 9 units,"±2,425",davidson_county_tennesseemargin_of_error,Unknown
        10 to 19 units,"±2,988",davidson_county_tennesseemargin_of_error,Unknown
        20 or more units,"±2,582",davidson_county_tennesseemargin_of_error,Unknown
        Mobile home,±968,davidson_county_tennesseemargin_of_error,Unknown
"        Boat, RV, van, etc.",±273,davidson_county_tennesseemargin_of_error,Unknown
YEAR STRUCTURE BUILT,,davidson_county_tennesseemargin_of_error,Unknown
    Total housing units,"±1,124",davidson_county_tennesseemargin_of_error,Unknown
        Built 2014 or later,±869,davidson_county_tennesseemargin_of_error,Unknown
        Built 2010 to 2013,"±1,365",davidson_county_tennesseemargin_of_error,Unknown
        Built 2000 to 2009,"±3,183",davidson_county_tennesseemargin_of_error,Unknown
        Built 1990 to 1999,"±2,560",davidson_county_tennesseemargin_of_error,Unknown
        Built 1980 to 1989,"±3,093",davidson_county_tennesseemargin_of_error,Unknown
        Built 1970 to 1979,"±3,572",davidson_county_tennesseemargin_of_error,Unknown
        Built 1960 to 1969,"±3,038",davidson_county_tennesseemargin_of_error,Unknown
        Built 1950 to 1959,"±2,822",davidson_county_tennesseemargin_of_error,Unknown
        Built 1940 to 1949,"±1,766",davidson_county_tennesseemargin_of_error,Unknown
        Built 1939 or earlier,"±2,272",davidson_county_tennesseemargin_of_error,Unknown
ROOMS,,davidson_county_tennesseemargin_of_error,Unknown
    Total housing units,"±1,124",davidson_county_tennesseemargin_of_error,Unknown
        1 room,"±1,552",davidson_county_tennesseemargin_of_error,Unknown
        2 rooms,"±1,416",davidson_county_tennesseemargin_of_error,Unknown
        3 rooms,"±2,872",davidson_county_tennesseemargin_of_error,Unknown
        4 rooms,"±4,065",davidson_county_tennesseemargin_of_error,Unknown
        5 rooms,"±3,565",davidson_county_tennesseemargin_of_error,Unknown
        6 rooms,"±2,637",davidson_county_tennesseemargin_of_error,Unknown
        7 rooms,"±2,657",davidson_county_tennesseemargin_of_error,Unknown
        8 rooms,"±1,975",davidson_county_tennesseemargin_of_error,Unknown
        9 rooms or more,"±2,431",davidson_county_tennesseemargin_of_error,Unknown
        Median rooms,±0.1,davidson_county_tennesseemargin_of_error,Unknown
BEDROOMS,,davidson_county_tennesseemargin_of_error,Unknown
    Total housing units,"±1,124",davidson_county_tennesseemargin_of_error,Unknown
        No bedroom,"±1,556",davidson_county_tennesseemargin_of_error,Unknown
        1 bedroom,"±2,816",davidson_county_tennesseemargin_of_error,Unknown
        2 bedrooms,"±4,402",davidson_county_tennesseemargin_of_error,Unknown
        3 bedrooms,"±4,156",davidson_county_tennesseemargin_of_error,Unknown
        4 bedrooms,"±2,561",davidson_county_tennesseemargin_of_error,Unknown
        5 or more bedrooms,"±1,367",davidson_county_tennesseemargin_of_error,Unknown
HOUSING TENURE,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        Owner-occupied,"±3,870",davidson_county_tennesseemargin_of_error,Unknown
        Renter-occupied,"±4,463",davidson_county_tennesseemargin_of_error,Unknown
    Average household size of owner-occupied unit,±0.05,davidson_county_tennesseemargin_of_error,Unknown
    Average household size of renter-occupied unit,±0.06,davidson_county_tennesseemargin_of_error,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 2015 or later,"±2,673",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 2010 to 2014,"±4,755",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 2000 to 2009,"±3,672",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 1990 to 1999,"±1,988",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 1980 to 1989,"±1,497",davidson_county_tennesseemargin_of_error,Unknown
        Moved in 1979 and earlier,"±1,416",davidson_county_tennesseemargin_of_error,Unknown
VEHICLES AVAILABLE,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        No vehicles available,"±2,438",davidson_county_tennesseemargin_of_error,Unknown
        1 vehicle available,"±5,185",davidson_county_tennesseemargin_of_error,Unknown
        2 vehicles available,"±3,520",davidson_county_tennesseemargin_of_error,Unknown
        3 or more vehicles available,"±2,800",davidson_county_tennesseemargin_of_error,Unknown
HOUSE HEATING FUEL,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        Utility gas,"±3,378",davidson_county_tennesseemargin_of_error,Unknown
"        Bottled, tank, or LP gas",±772,davidson_county_tennesseemargin_of_error,Unknown
        Electricity,"±4,371",davidson_county_tennesseemargin_of_error,Unknown
"        Fuel oil, kerosene, etc.",±205,davidson_county_tennesseemargin_of_error,Unknown
        Coal or coke,±200,davidson_county_tennesseemargin_of_error,Unknown
        Wood,±349,davidson_county_tennesseemargin_of_error,Unknown
        Solar energy,±86,davidson_county_tennesseemargin_of_error,Unknown
        Other fuel,±165,davidson_county_tennesseemargin_of_error,Unknown
        No fuel used,±511,davidson_county_tennesseemargin_of_error,Unknown
SELECTED CHARACTERISTICS,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        Lacking complete plumbing facilities,±393,davidson_county_tennesseemargin_of_error,Unknown
        Lacking complete kitchen facilities,±851,davidson_county_tennesseemargin_of_error,Unknown
        No telephone service available,"±1,237",davidson_county_tennesseemargin_of_error,Unknown
OCCUPANTS PER ROOM,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied housing units,"±3,026",davidson_county_tennesseemargin_of_error,Unknown
        1.00 or less,"±3,337",davidson_county_tennesseemargin_of_error,Unknown
        1.01 to 1.50,"±1,375",davidson_county_tennesseemargin_of_error,Unknown
        1.51 or more,±855,davidson_county_tennesseemargin_of_error,Unknown
VALUE,,davidson_county_tennesseemargin_of_error,Unknown
    Owner-occupied units,"±3,870",davidson_county_tennesseemargin_of_error,Unknown
"        Less than $50,000",±713,davidson_county_tennesseemargin_of_error,Unknown
"        $50,000 to $99,999","±1,752",davidson_county_tennesseemargin_of_error,Unknown
"        $100,000 to $149,999","±2,830",davidson_county_tennesseemargin_of_error,Unknown
"        $150,000 to $199,999","±2,536",davidson_county_tennesseemargin_of_error,Unknown
"        $200,000 to $299,999","±2,574",davidson_county_tennesseemargin_of_error,Unknown
"        $300,000 to $499,999","±2,058",davidson_county_tennesseemargin_of_error,Unknown
"        $500,000 to $999,999","±1,367",davidson_county_tennesseemargin_of_error,Unknown
"        $1,000,000 or more",±807,davidson_county_tennesseemargin_of_error,Unknown
        Median (dollars),"±5,494",davidson_county_tennesseemargin_of_error,Unknown
MORTGAGE STATUS,,davidson_county_tennesseemargin_of_error,Unknown
    Owner-occupied units,"±3,870",davidson_county_tennesseemargin_of_error,Unknown
        Housing units with a mortgage,"±3,517",davidson_county_tennesseemargin_of_error,Unknown
        Housing units without a mortgage,"±2,874",davidson_county_tennesseemargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,davidson_county_tennesseemargin_of_error,Unknown
    Housing units with a mortgage,"±3,517",davidson_county_tennesseemargin_of_error,Unknown
        Less than $500,±228,davidson_county_tennesseemargin_of_error,Unknown
        $500 to $999,"±2,400",davidson_county_tennesseemargin_of_error,Unknown
"        $1,000 to $1,499","±3,063",davidson_county_tennesseemargin_of_error,Unknown
"        $1,500 to $1,999","±2,127",davidson_county_tennesseemargin_of_error,Unknown
"        $2,000 to $2,499","±1,388",davidson_county_tennesseemargin_of_error,Unknown
"        $2,500 to $2,999",±793,davidson_county_tennesseemargin_of_error,Unknown
"        $3,000 or more","±1,032",davidson_county_tennesseemargin_of_error,Unknown
        Median (dollars),±27,davidson_county_tennesseemargin_of_error,Unknown
    Housing units without a mortgage,"±2,874",davidson_county_tennesseemargin_of_error,Unknown
        Less than $250,±811,davidson_county_tennesseemargin_of_error,Unknown
        $250 to $399,"±1,618",davidson_county_tennesseemargin_of_error,Unknown
        $400 to $599,"±1,761",davidson_county_tennesseemargin_of_error,Unknown
        $600 to $799,"±1,217",davidson_county_tennesseemargin_of_error,Unknown
        $800 to $999,±857,davidson_county_tennesseemargin_of_error,Unknown
"        $1,000 or more",±756,davidson_county_tennesseemargin_of_error,Unknown
        Median (dollars),±15,davidson_county_tennesseemargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,davidson_county_tennesseemargin_of_error,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"±3,531",davidson_county_tennesseemargin_of_error,Unknown
        Less than 20.0 percent,"±2,632",davidson_county_tennesseemargin_of_error,Unknown
        20.0 to 24.9 percent,"±1,815",davidson_county_tennesseemargin_of_error,Unknown
        25.0 to 29.9 percent,"±1,811",davidson_county_tennesseemargin_of_error,Unknown
        30.0 to 34.9 percent,"±1,156",davidson_county_tennesseemargin_of_error,Unknown
        35.0 percent or more,"±2,384",davidson_county_tennesseemargin_of_error,Unknown
    Not computed,±494,davidson_county_tennesseemargin_of_error,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"±2,837",davidson_county_tennesseemargin_of_error,Unknown
        Less than 10.0 percent,"±2,056",davidson_county_tennesseemargin_of_error,Unknown
        10.0 to 14.9 percent,"±1,134",davidson_county_tennesseemargin_of_error,Unknown
        15.0 to 19.9 percent,"±1,081",davidson_county_tennesseemargin_of_error,Unknown
        20.0 to 24.9 percent,±901,davidson_county_tennesseemargin_of_error,Unknown
        25.0 to 29.9 percent,±663,davidson_county_tennesseemargin_of_error,Unknown
        30.0 to 34.9 percent,±599,davidson_county_tennesseemargin_of_error,Unknown
        35.0 percent or more,±706,davidson_county_tennesseemargin_of_error,Unknown
    Not computed,±459,davidson_county_tennesseemargin_of_error,Unknown
GROSS RENT,,davidson_county_tennesseemargin_of_error,Unknown
    Occupied units paying rent,"±4,250",davidson_county_tennesseemargin_of_error,Unknown
        Less than $500,"±1,786",davidson_county_tennesseemargin_of_error,Unknown
        $500 to $999,"±4,226",davidson_county_tennesseemargin_of_error,Unknown
"        $1,000 to $1,499","±3,061",davidson_county_tennesseemargin_of_error,Unknown
"        $1,500 to $1,999","±1,812",davidson_county_tennesseemargin_of_error,Unknown
"        $2,000 to $2,499",±777,davidson_county_tennesseemargin_of_error,Unknown
"        $2,500 to $2,999",±547,davidson_county_tennesseemargin_of_error,Unknown
"        $3,000 or more",±343,davidson_county_tennesseemargin_of_error,Unknown
        Median (dollars),±22,davidson_county_tennesseemargin_of_error,Unknown
    No rent paid,±741,davidson_county_tennesseemargin_of_error,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,davidson_county_tennesseemargin_of_error,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"±4,407",davidson_county_tennesseemargin_of_error,Unknown
        Less than 15.0 percent,"±2,278",davidson_county_tennesseemargin_of_error,Unknown
        15.0 to 19.9 percent,"±2,064",davidson_county_tennesseemargin_of_error,Unknown
        20.0 to 24.9 percent,"±2,197",davidson_county_tennesseemargin_of_error,Unknown
        25.0 to 29.9 percent,"±2,057",davidson_county_tennesseemargin_of_error,Unknown
        30.0 to 34.9 percent,"±1,733",davidson_county_tennesseemargin_of_error,Unknown
        35.0 percent or more,"±3,301",davidson_county_tennesseemargin_of_error,Unknown
    Not computed,"±1,215",davidson_county_tennesseemargin_of_error,Unknown
HOUSING OCCUPANCY,,davidson_county_tennesseepercent,Unknown
    Total housing units,"298,808",davidson_county_tennesseepercent,Unknown
        Occupied housing units,91.8%,davidson_county_tennesseepercent,Unknown
        Vacant housing units,8.2%,davidson_county_tennesseepercent,Unknown
    Homeowner vacancy rate,(X),davidson_county_tennesseepercent,Unknown
    Rental vacancy rate,(X),davidson_county_tennesseepercent,Unknown
UNITS IN STRUCTURE,,davidson_county_tennesseepercent,Unknown
    Total housing units,"298,808",davidson_county_tennesseepercent,Unknown
"        1-unit, detached",52.6%,davidson_county_tennesseepercent,Unknown
"        1-unit, attached",6.2%,davidson_county_tennesseepercent,Unknown
        2 units,5.8%,davidson_county_tennesseepercent,Unknown
        3 or 4 units,3.8%,davidson_county_tennesseepercent,Unknown
        5 to 9 units,6.8%,davidson_county_tennesseepercent,Unknown
        10 to 19 units,10.8%,davidson_county_tennesseepercent,Unknown
        20 or more units,12.5%,davidson_county_tennesseepercent,Unknown
        Mobile home,1.4%,davidson_county_tennesseepercent,Unknown
"        Boat, RV, van, etc.",0.1%,davidson_county_tennesseepercent,Unknown
YEAR STRUCTURE BUILT,,davidson_county_tennesseepercent,Unknown
    Total housing units,"298,808",davidson_county_tennesseepercent,Unknown
        Built 2014 or later,0.8%,davidson_county_tennesseepercent,Unknown
        Built 2010 to 2013,2.9%,davidson_county_tennesseepercent,Unknown
        Built 2000 to 2009,15.3%,davidson_county_tennesseepercent,Unknown
        Built 1990 to 1999,11.8%,davidson_county_tennesseepercent,Unknown
        Built 1980 to 1989,15.7%,davidson_county_tennesseepercent,Unknown
        Built 1970 to 1979,16.5%,davidson_county_tennesseepercent,Unknown
        Built 1960 to 1969,13.5%,davidson_county_tennesseepercent,Unknown
        Built 1950 to 1959,11.8%,davidson_county_tennesseepercent,Unknown
        Built 1940 to 1949,5.2%,davidson_county_tennesseepercent,Unknown
        Built 1939 or earlier,6.5%,davidson_county_tennesseepercent,Unknown
ROOMS,,davidson_county_tennesseepercent,Unknown
    Total housing units,"298,808",davidson_county_tennesseepercent,Unknown
        1 room,2.3%,davidson_county_tennesseepercent,Unknown
        2 rooms,2.8%,davidson_county_tennesseepercent,Unknown
        3 rooms,10.4%,davidson_county_tennesseepercent,Unknown
        4 rooms,20.4%,davidson_county_tennesseepercent,Unknown
        5 rooms,19.9%,davidson_county_tennesseepercent,Unknown
        6 rooms,16.2%,davidson_county_tennesseepercent,Unknown
        7 rooms,11.6%,davidson_county_tennesseepercent,Unknown
        8 rooms,6.3%,davidson_county_tennesseepercent,Unknown
        9 rooms or more,10.2%,davidson_county_tennesseepercent,Unknown
        Median rooms,(X),davidson_county_tennesseepercent,Unknown
BEDROOMS,,davidson_county_tennesseepercent,Unknown
    Total housing units,"298,808",davidson_county_tennesseepercent,Unknown
        No bedroom,2.4%,davidson_county_tennesseepercent,Unknown
        1 bedroom,13.9%,davidson_county_tennesseepercent,Unknown
        2 bedrooms,32.1%,davidson_county_tennesseepercent,Unknown
        3 bedrooms,37.5%,davidson_county_tennesseepercent,Unknown
        4 bedrooms,11.4%,davidson_county_tennesseepercent,Unknown
        5 or more bedrooms,2.6%,davidson_county_tennesseepercent,Unknown
HOUSING TENURE,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        Owner-occupied,54.4%,davidson_county_tennesseepercent,Unknown
        Renter-occupied,45.6%,davidson_county_tennesseepercent,Unknown
    Average household size of owner-occupied unit,(X),davidson_county_tennesseepercent,Unknown
    Average household size of renter-occupied unit,(X),davidson_county_tennesseepercent,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        Moved in 2015 or later,9.4%,davidson_county_tennesseepercent,Unknown
        Moved in 2010 to 2014,44.8%,davidson_county_tennesseepercent,Unknown
        Moved in 2000 to 2009,25.7%,davidson_county_tennesseepercent,Unknown
        Moved in 1990 to 1999,10.0%,davidson_county_tennesseepercent,Unknown
        Moved in 1980 to 1989,4.5%,davidson_county_tennesseepercent,Unknown
        Moved in 1979 and earlier,5.6%,davidson_county_tennesseepercent,Unknown
VEHICLES AVAILABLE,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        No vehicles available,7.9%,davidson_county_tennesseepercent,Unknown
        1 vehicle available,38.0%,davidson_county_tennesseepercent,Unknown
        2 vehicles available,38.9%,davidson_county_tennesseepercent,Unknown
        3 or more vehicles available,15.3%,davidson_county_tennesseepercent,Unknown
HOUSE HEATING FUEL,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        Utility gas,31.8%,davidson_county_tennesseepercent,Unknown
"        Bottled, tank, or LP gas",1.3%,davidson_county_tennesseepercent,Unknown
        Electricity,66.0%,davidson_county_tennesseepercent,Unknown
"        Fuel oil, kerosene, etc.",0.1%,davidson_county_tennesseepercent,Unknown
        Coal or coke,0.0%,davidson_county_tennesseepercent,Unknown
        Wood,0.3%,davidson_county_tennesseepercent,Unknown
        Solar energy,0.0%,davidson_county_tennesseepercent,Unknown
        Other fuel,0.1%,davidson_county_tennesseepercent,Unknown
        No fuel used,0.5%,davidson_county_tennesseepercent,Unknown
SELECTED CHARACTERISTICS,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        Lacking complete plumbing facilities,0.3%,davidson_county_tennesseepercent,Unknown
        Lacking complete kitchen facilities,0.7%,davidson_county_tennesseepercent,Unknown
        No telephone service available,2.3%,davidson_county_tennesseepercent,Unknown
OCCUPANTS PER ROOM,,davidson_county_tennesseepercent,Unknown
    Occupied housing units,"274,187",davidson_county_tennesseepercent,Unknown
        1.00 or less,96.7%,davidson_county_tennesseepercent,Unknown
        1.01 to 1.50,2.6%,davidson_county_tennesseepercent,Unknown
        1.51 or more,0.7%,davidson_county_tennesseepercent,Unknown
VALUE,,davidson_county_tennesseepercent,Unknown
    Owner-occupied units,"149,048",davidson_county_tennesseepercent,Unknown
"        Less than $50,000",2.1%,davidson_county_tennesseepercent,Unknown
"        $50,000 to $99,999",8.9%,davidson_county_tennesseepercent,Unknown
"        $100,000 to $149,999",22.4%,davidson_county_tennesseepercent,Unknown
"        $150,000 to $199,999",20.2%,davidson_county_tennesseepercent,Unknown
"        $200,000 to $299,999",19.4%,davidson_county_tennesseepercent,Unknown
"        $300,000 to $499,999",17.2%,davidson_county_tennesseepercent,Unknown
"        $500,000 to $999,999",7.2%,davidson_county_tennesseepercent,Unknown
"        $1,000,000 or more",2.6%,davidson_county_tennesseepercent,Unknown
        Median (dollars),(X),davidson_county_tennesseepercent,Unknown
MORTGAGE STATUS,,davidson_county_tennesseepercent,Unknown
